opportunity_reference,account_name,opportunity_name,project_type,stage,probability,estimated_value,expected_close_date,sales_owner,technical_owner,customer_budget,competitors,next_step,next_action_date,status,notes
SS-2518,,replacemnt of turbine control system GE,Replacement,Lost,40,5250000.0,2025-09-01,Abdullah Lardhi,Nishar,0,,,2025-09-01,Lost,"Business Unit: Project | Industry: Power & Water | Original Stage: Lost | Forecast GM: 5.0% / 250,000.00 | Delivery: 2026-06-16 | Must Win: Yes | Quality: Customer Name and End User missing"
SS-2517,,Qyasat,New,Qualification,40,5000000.0,2025-08-01,Mohammed Nishar,Nishar,0,,,2025-08-01,Open,"Business Unit: Trading | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 25.0% / 1,000,000.00 | Delivery: 2026-02-10 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-2516,,Versatilis sensor,Replacement,Proposal,70,62500.0,2025-03-01,Abdullah Lardhi,Nishar,0,,,2025-03-01,Open,"Business Unit: Trading | Industry: Power & Water | Original Stage: Firm | Forecast GM: 25.0% / 12,500.00 | Delivery: 2025-09-16 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-2515,,TMI power qulaity analyzer,New,Proposal,70,874000.0,2025-03-01,Abdullah Lardhi,Ahmed Bojobara,0,,,2025-03-01,Open,"Business Unit: Trading | Industry: Power & Water | Original Stage: Firm | Forecast GM: 15.0% / 540,000.00 | Delivery: 2025-08-19 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-2514,,Replace C series actuator,Replacement,Proposal,90,174250.0,2025-05-01,Abdullah Lardhi,Khalid,0,,,2025-05-01,Open,"Business Unit: Trading | Industry: Oil & Gas | Original Stage: Firm | Forecast GM: 25.0% / 34,850.00 | Delivery: 2025-12-03 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-2513,,Welding Robots,New,Qualification,70,337500.0,2025-11-01,Ahmed Al Bojbarah,Ahmed Bojbara,0,,,2025-11-01,Open,"Business Unit: Trading | Industry: Materials | Original Stage: Budgetary | Forecast GM: 35.0% / 87,500.00 | Delivery: 2026-08-18 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-2512,Marafiq Yanbu,Upgradation of RTU in ECMS,Upgrade,Proposal,90,3750000.0,2025-02-01,Basith Ahmed,Basith Ahamed,0,,TBC is going on,2025-02-01,Open,"Business Unit: Project | End User: Marafiq Yanbu | Industry: Power & Water | Original Stage: Firm | Forecast GM: 23.0% / 866,520.00 | Delivery: 2024-12-14 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User"
SS-2511,,Adding more spare part items into valid PA,Expansion,Proposal,90,1470000.0,2025-02-01,Khalid Al Sayari,Nishar,0,,under follow up with Buyer Mohammed Alyami,2025-02-01,Open,"Business Unit: Trading | Industry: Oil & Gas | Original Stage: Firm | Forecast GM: 47.0% / 470,000.00 | Delivery: 2025-03-01 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-2510,,Oxagon Village Phase 1 // RFQ // Lighting Control & Home Aut,New,Lost,40,3375000.0,2026-03-01,Abdullah Lardhi,Shady,0,,,2026-03-01,Lost,"Business Unit: Project | Industry: Materials | Original Stage: Lost | Forecast GM: 35.0% / 875,000.00 | Delivery: 2026-12-15 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-2509,,Replae C series actuator,Replacement,Qualification,90,198811.0,2025-12-01,Abdullah Lardhi,Khalid,0,,Offer submitted under SAS-24-1713,2025-12-01,Open,"Business Unit: Trading | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 25.0% / 60,811.20 | Delivery: 2026-11-10 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-2508,,UFM,New,Qualification,70,3375000.0,2025-10-01,Abdullah Lardhi,Basith Ahmed,0,,,2025-10-01,Open,"Business Unit: Manufacturing | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 35.0% / 990,000.00 | Delivery: 2026-03-17 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-2507,,RFQ-IFGRS SHYB-009_Supply of Field Instruments GOSP-2 & GOSP,New,Proposal,70,1837500.0,2025-08-01,Basith Ahmed,Basith Ahmed,0,,,2025-08-01,Open,"Business Unit: Manufacturing | Industry: Oil & Gas | Original Stage: Firm | Forecast GM: 35.0% / 486,937.50 | Delivery: 2025-12-16 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-2506,,SIRI,Upgrade,On Hold,90,15000.0,2026-06-01,Ahmed Al Bojbarah,Ahmed Albojar,0,,,2026-06-01,On Hold,"Business Unit: Trading | Industry: Food & Beverage | Original Stage: On-Hold | Forecast GM: 80.0% / 12,000.00 | Delivery: 2026-11-17 | Must Win: Yes | Quality: Customer Name and End User missing"
SS-2505,WATER TRANSMISSION COMPANY,Abha-Bisha Water Transmission System (ABBWTS,Expansion,Lost,40,800000.0,2025-08-01,Abdullah Lardhi,Kareem,0,,,2025-08-01,Lost,"Business Unit: Project | End User: WATER TRANSMISSION COMPANY | Industry: Power & Water | Original Stage: Lost | Forecast GM: 35.0% / 560,000.00 | Delivery: 2026-02-10 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Source GM value differs materially from Gross × GM %"
SS-2504,,Flow meter device to measure the Raw material (PP) in the pi,Upgrade,Lost,70,150000.0,2025-08-01,Ahmed Al Bojbarah,Nishar,0,,Canceled due to budget issue,2025-08-01,Lost,"Business Unit: Trading | Industry: Materials | Original Stage: Canceled | Forecast GM: 35.0% / 210,000.00 | Delivery: 2024-12-02 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-2503,Saudi Aramco,Supply of Honeywell GC spare parts,Replacement,Qualification,90,0.0,2024-12-01,Basith Ahmed,Basith Ahamed,0,,,2024-12-01,Open,"Business Unit: Trading | End User: Saudi Aramco | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 25.0% / 2,500.00 | Delivery: 2025-04-01 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Gross value missing"
SS-2502,,Supply Coating & welding Arc robot,New,Lost,70,800000.0,2025-03-01,Abdullah Lardhi,,0,,,2025-03-01,Lost,"Business Unit: Trading | Industry: Materials | Original Stage: Canceled | Forecast GM: 35.0% / 280,000.00 | Delivery: 2025-10-07 | Must Win: No | Quality: Customer Name and End User missing; Assigned To missing"
SS-2501,FOOD TECH FOR INDUSTRIES,Automation and Industry 4.0 Implementation Project,New,Qualification,90,375000.0,2025-12-01,Abdullah Lardhi,,0,,"Siri assessment done , automation and digital solution implememtaion are under process",2025-12-01,Open,"Business Unit: Project | End User: FOOD TECH FOR INDUSTRIES | Industry: Food & Beverage | Original Stage: Budgetary | Forecast GM: 35.0% / 135,250.00 | Delivery: 2025-12-20 | Must Win: No | Quality: Customer Name missing; Account inferred from End User; Assigned To missing"
SS-25-0100,ARASCO,Truck Queuing System inside ( Dammam Port ),New,Qualification,70,180000.0,2025-08-01,Ahmed Al Bojbarah,Rania,0,,,2025-08-01,Open,"Business Unit: Project | End User: ARASCO | Industry: Materials | Original Stage: Budgetary | Forecast GM: 20.0% / 30,000.00 | Delivery: 2025-11-30 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Source GM value differs materially from Gross × GM %"
